athlete.sex,average_speed,distance,type
M,3.412,3244.5,Run
F,2.333,4200.0,Run
F,3.2539999999999996,7772.7,Run
M,2.47,3356.2,Run
M,6.235,26623.7,Ride
M,1.985,8230.0,Run
F,7.379,30866.3,Ride
F,2.3369999999999997,448.7,Run
M,7.782,34847.0,Ride
F,1.464,2475.6,Walk
F,6.625,40460.1,Ride
F,4.341,12133.5,Ride
M,7.822,62425.4,Ride
M,5.223,34973.4,Ride
M,3.228,9457.1,Run
M,3.008,8697.0,Run
M,3.5589999999999997,2345.5,Run
F,2.8510000000000004,19868.8,Ride
F,2.206,6538.2,Run
F,4.548,21714.4,Ride
F,2.533,5576.7,Run
F,1.351,15089.7,Walk
M,7.603,14247.9,Ride
M,6.686,6826.6,Ride
M,8.187999999999999,59608.5,Ride
M,3.935,19027.0,Ride
M,6.322,100742.0,Ride
M,2.9939999999999998,11606.4,Run
M,8.751,62861.4,Ride
F,5.7860000000000005,25650.9,Ride
F,6.105,41590.4,Ride
M,4.246,30250.3,Ride
F,5.292999999999999,39210.9,Ride
F,1.456,3869.9,Ride
F,3.12,9869.3,Run
F,7.608,66240.1,Ride
F,4.283,17363.5,Ride
M,12.585,4064.8,Ride
M,6.806,115729.0,Ride
M,6.06,27660.1,Ride
M,5.978,120824.0,Ride
M,2.278,4743.7,Run
F,5.085,97254.2,Ride
F,2.116,5160.2,Run
M,2.174,4523.2,Run
M,2.7460000000000004,24691.6,Run
M,9.522,32299.8,Ride
F,0.526,300.0,Swim
F,2.949,4922.6,Run
F,2.169,8196.0,Run
M,0.715,2000.0,Swim
F,3.34,6438.6,Run
M,6.936,88384.9,Ride
F,2.8480000000000003,4184.3,Run
M,3.362,11693.4,Run
M,2.123,4312.7,Run
F,3.59,2240.2,Run
F,5.0360000000000005,18274.2,Ride
M,3.029,12572.4,Run
F,5.318,34341.2,Ride
M,8.084,89073.4,Ride
M,8.37,12873.6,Ride
M,6.062,15832.9,Ride
M,0.726,1750.0,Swim
M,3.358,14500.8,Run
F,2.476,7746.3,NordicSki
M,8.166,23002.5,Ride
M,7.042000000000001,17802.9,Ride
F,6.87,99649.6,Ride
F,2.665,5156.2,Run
F,5.064,15404.2,Ride
F,2.198,5120.6,Run
M,2.866,478.6,Run
M,6.821000000000001,42803.5,Ride
F,1.56,4951.6,Run
M,3.145,3506.8,Run
F,4.414,5199.2,Ride
M,2.7060000000000004,1683.1,Run
M,2.965,15001.9,Run
F,2.7960000000000003,8236.3,Run
F,2.6489999999999996,5004.9,Run
M,2.9389999999999996,21684.5,Run
M,5.066,2898.0,Ride
F,2.6439999999999997,12697.5,Run
M,7.349,39001.7,Ride
M,3.487,9952.0,Run
M,4.671,36087.5,Ride
F,1.902,5486.4,Run
F,1.6880000000000002,3998.3,Run
M,2.923,10556.2,Run
M,8.107000000000001,108797.0,Ride
M,1.8969999999999998,12563.3,Run
M,2.278,6361.3,Run
M,7.599,64945.0,Ride
F,2.938,1992.1,Ride
M,0.0,0.0,Workout
F,2.326,5811.5,Run
F,3.23,2855.3,Run
F,2.012,3344.0,Run
M,7.3629999999999995,52349.4,Ride
M,8.03,20284.1,Ride
M,3.74,8053.2,Run
F,5.979,8514.3,Ride
F,9.021,34206.6,Ride
F,3.408,21305.0,Run
M,5.4270000000000005,41745.5,Run
F,3.1439999999999997,16093.5,Run
F,4.275,31675.6,Ride
F,3.1860000000000004,8609.2,Run
F,2.3209999999999997,1550.2,Run
M,3.36,13876.8,Ride
M,8.684,71341.0,Ride
F,4.207,29330.2,Ride
M,5.417999999999999,8734.4,Ride
M,2.905,8317.7,Run
M,6.31,56625.0,Ride
F,2.275,3247.0,Run
M,7.231,16790.9,Ride
F,2.792,12050.7,Ride
F,2.878,6345.9,Run
F,2.642,7471.6,Run
M,6.728,86162.8,Ride
M,3.015,5200.3,Run
M,6.769,43988.2,Ride
F,2.226,5166.3,Run
F,3.2430000000000003,5253.2,Run
M,3.205,11277.7,Run
M,2.758,4371.4,Run
M,2.037,5338.0,Ride
F,3.9360000000000004,28214.7,Ride
F,5.779,5235.4,Ride
F,6.681,32373.8,Ride
M,3.4730000000000003,35203.9,Run
M,4.627,25202.9,Ride
M,3.134,4002.6,Run
F,1.219,18019.2,Walk
M,5.684,17017.8,Ride
M,7.207999999999999,32731.8,Ride
M,4.54,21791.4,Ride
M,8.175,34741.9,Ride
F,7.7410000000000005,13940.9,Ride
F,2.681,21476.0,Run
F,3.766,14002.7,Ride
M,2.563,2252.9,Run
F,1.022,7324.7,Run
M,6.16,82610.4,Ride
M,4.523,21012.4,Ride
F,2.662,5594.9,Run
F,3.034,11127.6,Ride
M,6.4479999999999995,47172.0,Ride
M,3.1639999999999997,8788.4,Run
M,7.065,16031.2,Ride
F,4.262,11861.8,Ride
F,3.9,6314.0,Ride
M,7.319,153399.0,Ride
F,6.192,18079.9,Ride
M,5.138999999999999,7409.9,Ride
M,6.771,22825.2,Ride
M,2.059,11177.2,Run
F,5.277,55338.7,Ride
M,0.0,0.0,Run
M,4.933,27378.8,Ride
F,5.035,6877.2,Ride
M,8.249,21091.7,Ride
F,2.647,12879.6,Run
F,3.2430000000000003,12552.9,Run
F,4.203,25148.2,Ride
F,1.133,2246.2,Walk
M,7.127000000000001,73112.3,Ride
F,2.648,4035.2,Run
F,1.775,5342.9,Run
M,1.4240000000000002,1490.5,Walk
M,7.314,21664.4,Ride
F,0.644,549.8,Walk
F,1.431,2835.6,Walk
F,2.463,9156.7,Run
F,3.0269999999999997,1640.7,Run
M,6.25,5537.8,Ride
M,3.195,7982.1,Run
M,5.797999999999999,8946.8,Ride
M,3.162,21141.8,Run
M,3.036,10129.6,Run
M,7.442,55486.4,Ride
F,2.525,5964.1,Run
M,3.214,6440.7,Run
M,6.53,12759.4,Ride
M,5.388,21109.3,Ride
M,207.217,46623.9,Ride
F,2.955,10460.7,Run
M,5.861000000000001,23730.3,Ride
F,5.897,86415.0,Ride
F,1.719,7107.3,Walk
M,3.117,11694.6,Run
F,2.322,7236.3,Run
F,3.05,26895.3,Ride
F,6.519,41725.1,Ride
M,3.36,5148.0,Run
M,1.808,4279.7,Run
F,8.002,12835.9,Ride
F,2.42,14926.8,Run
F,3.2319999999999998,2472.5,Run
F,2.8789999999999996,8598.6,Run
F,3.142,4842.1,Run
F,1.7180000000000002,10333.7,Run
F,2.736,2262.7,Run
F,1.929,6189.7,Run
F,3.403,21042.4,Ride
M,2.9610000000000003,10306.8,Run
M,6.745,52108.8,Ride
F,1.036,4798.3,Walk
M,3.3289999999999997,14773.8,Ride
M,4.537,3629.5,Ride
M,6.867999999999999,10591.0,Ride
F,5.122999999999999,44741.6,Ride
F,2.7439999999999998,8400.0,Run
M,7.6770000000000005,136217.0,Ride
M,3.138,6470.2,Run
F,3.295,1785.9,Run
F,6.631,31140.5,Ride
F,9.806000000000001,43098.7,Ride
M,6.337000000000001,15835.1,Ride
F,1.636,1912.9,Run
M,3.102,2813.7,Run
F,2.076,5041.7,Run
M,6.652,21013.2,Ride
M,7.8260000000000005,7763.4,Ride
F,1.743,3349.7,Run
M,1.423,5449.8,Walk
F,2.71,3035.2,Run
F,5.896,18264.8,Ride
M,2.508,60.2,Workout
M,2.7310000000000003,9811.5,Run
F,2.9530000000000003,3957.1,Run
F,0.0,0.0,Ride
M,5.132000000000001,8822.4,Ride
M,0.515,2550.0,Swim
M,4.188,10331.1,Ride
M,5.6610000000000005,2468.0,Ride
M,5.781000000000001,39947.7,Ride
M,2.805,7991.5,Run
F,2.74,158.9,Run
F,0.8,2400.0,Swim
F,3.54,3009.4,Run
M,5.5489999999999995,47251.3,Ride
F,0.0,0.0,Run
F,3.6289999999999996,6030.6,Run
M,3.4339999999999997,7290.5,Run
F,2.428,434.7,Run
F,3.455,2604.8,Ride
F,3.457,8908.9,Ride
M,1.695,5247.7,Ride
F,2.8810000000000002,2564.2,Run
F,2.062,3307.5,Run
F,2.782,3407.9,Run
F,7.364,46979.5,Ride
F,1.693,3925.3,Walk
M,2.687,9182.9,Run
F,3.576,12752.0,Run
M,7.568,27387.6,Ride
F,2.812,8239.5,Run
F,2.191,6462.1,Run
F,2.8939999999999997,4205.0,Run
F,2.7489999999999997,7434.9,Run
M,1.736,2642.7,Run
M,4.668,32859.7,Ride
M,7.899,25672.2,Ride
F,5.382999999999999,16106.1,Ride
F,7.025,46427.4,Ride
M,3.3689999999999998,5501.1,Run
F,2.758,1014.9,Run
M,6.604,24323.5,Ride
F,2.738,6462.8,Run
F,3.623,24115.0,Ride
F,0.0,0.0,Yoga
M,4.651,13951.6,Ride
F,6.5760000000000005,44454.3,Ride
M,1.101,1250.0,Swim
M,3.3939999999999997,32510.2,Ride
M,8.105,24493.0,Ride
F,2.345,6666.0,Run
F,5.902,91656.3,Ride
M,3.568,3215.0,Run
F,2.436,8402.4,Ride
F,7.268,10030.0,Run
M,3.8710000000000004,23302.0,Ride
M,7.477,63857.3,Ride
F,1.936,5763.7,Run
F,6.556,14660.0,Ride
M,7.4910000000000005,107048.0,Ride
F,1.189,5227.1,Run
M,7.273,49238.6,Ride
M,4.234,8286.6,Ride
M,3.51,3854.3,Run
F,3.681,5032.4,Run
F,2.285,19259.4,Run
F,2.242,3376.8,Run
F,2.7,1606.7,Run
F,3.8819999999999997,17750.7,Ride
F,6.559,35422.6,Ride
F,5.737,32587.1,Ride
F,1.5430000000000001,2159.0,Walk
M,6.853,38440.9,Ride
F,2.124,17927.2,Run
F,2.165,5848.7,Run
F,8.573,68574.6,Ride
M,6.142,42057.0,Ride
M,6.886,46246.7,Ride
F,2.2359999999999998,5163.0,Run
F,2.307,3942.2,Run
F,2.895,5747.0,Run
F,7.425,73949.9,Ride
M,6.454,16335.0,Ride
M,3.16,7252.0,Run
M,8.607999999999999,63852.4,Ride
F,5.49,15894.1,Ride
M,7.8229999999999995,36281.9,Ride
F,4.97,21406.9,Ride
M,6.4,11558.7,Ride
M,6.444,33657.2,Ride
M,8.095,26898.6,Ride
F,2.877,5595.1,Run
F,2.278,5148.1,Run
M,3.4189999999999996,13682.7,Ride
F,2.336,324.7,Run
M,6.662000000000001,121191.0,Ride
M,3.929,1441.8,Ride
M,7.659,80139.4,Swim
F,2.7089999999999996,8096.4,Run
M,2.263,7975.5,Run
F,2.823,6437.4,Run
F,6.1979999999999995,12079.5,Ride
F,4.194,16538.7,Ride
M,4.77,5271.0,Ride
M,7.746,102174.0,Ride
F,2.235,8046.7,Run
F,2.576,4214.2,Run
F,0.727,3775.0,Swim
M,5.205,15865.2,Ride
F,2.544,6310.6,Run
M,5.874,32917.4,Ride
F,0.983,618.3,Run
M,9.084,154122.0,Ride
F,8.221,4940.6,Ride
M,7.352,102812.0,Ride
F,7.621,16110.6,Ride
M,1.3159999999999998,4300.3,Run
F,1.02,10628.9,Walk
M,4.143,3177.6,Ride
M,3.7939999999999996,31755.6,Ride
F,0.626,1280.2,Swim
M,3.122,2216.5,Run
F,4.986000000000001,3600.0,Ride
M,5.19,109.0,Run
F,2.204,11267.3,Ride
F,2.696,13612.1,Ride
M,0.0,0.0,Workout
F,2.019,3649.7,Run
M,1.349,3430.2,Ride
F,1.261,7684.0,Run
F,4.561,30168.5,Ride
M,0.0,0.0,WeightTraining
M,7.196000000000001,49084.8,Ride
M,3.641,12791.2,Run
F,0.556,2000.0,Swim
F,2.423,4162.1,Run
F,6.142,24844.9,Ride
F,2.215,5453.8,Run
M,2.5580000000000003,6869.7,Run
F,4.479,1074.9,Ride
F,2.095,21431.4,Run
M,2.5469999999999997,2482.9,Ride
M,6.912000000000001,49059.7,Ride
F,0.5579999999999999,1122.5,Swim
M,3.365,10528.3,Run
M,5.05,6353.2,Ride
F,3.2889999999999997,4834.1,Run
M,4.148,17555.9,Ride
F,2.589,5300.0,Run
M,3.967,30009.4,Ride
M,7.236000000000001,90598.2,Ride
M,7.195,4777.2,Ride
F,2.67,10016.1,Run
F,0.0,0.0,Run
M,3.213,2892.1,Run
M,5.433,20787.5,Ride
M,2.772,8761.7,Run
M,9.708,70896.4,Ride
F,2.166,5983.3,Run
F,3.358,10163.3,Run
M,0.0,0.0,Run
F,7.976,11374.4,Ride
F,4.979,5526.5,Ride
M,7.49,5549.9,Ride
M,7.915,29326.4,Ride
M,1.8319999999999999,1458.2,Run
M,6.188,29052.3,Ride
M,3.343,13256.9,Run
F,3.405,18685.1,Ride
F,1.933,2756.7,Walk
M,6.57,90059.5,Ride
M,9.76,42164.8,Ride
F,2.494,688.4,Run
M,1.425,2173.5,Walk
M,3.045,2204.9,Run
F,6.505,16781.8,Ride
F,2.227,5355.7,Run
M,6.903,6882.2,Ride
M,6.848,9087.9,Ride
F,0.0,0.0,WeightTraining
M,3.3489999999999998,20859.7,Ride
F,5.837000000000001,46197.1,Ride
M,4.5760000000000005,16607.7,Ride
F,2.9989999999999997,4207.0,Run
M,6.374,29123.0,Ride
F,2.173,3009.3,Run
M,0.56,2.8,Ride
F,2.733,1773.7,Run
M,2.813,15585.4,Run
M,3.7289999999999996,9914.5,Ride
F,1.7790000000000001,1635.1,Run
M,0.725,1500.0,Swim
F,2.742,7407.0,Run
F,2.0980000000000003,5122.6,Run
M,3.64,8813.5,Run
F,1.515,7489.4,Run
M,7.194,49204.3,Ride
F,1.699,6577.3,Run
F,1.577,2453.3,Run
M,7.34,105282.0,Ride
F,8.352,30710.4,Ride
F,2.7689999999999997,30010.9,Run
F,3.135,5035.6,Run
M,2.119,6753.3,Run
F,3.42,20514.4,Run
M,4.236000000000001,44268.9,Ride
F,2.199,4478.0,Run
F,2.583,15092.9,Run
M,2.127,7587.7,Run
M,7.6339999999999995,22048.4,Ride
M,7.992999999999999,66241.0,Ride
M,3.1830000000000003,8547.6,Run
M,7.507000000000001,61039.4,Ride
F,1.286,2981.1,Walk
M,8.873,22228.0,Ride
M,3.37,10015.1,Run
M,3.3280000000000003,14414.8,Ride
M,0.0,0.0,Run
F,2.278,12335.8,Run
M,6.875,11963.3,Ride
M,6.149,82780.0,Ride
M,13.9,542.1,Ride
F,5.434,9209.8,Ride
F,4.053,10038.5,Ride
M,6.504,11167.5,Ride
M,2.131,2687.0,Run
M,5.521,10661.7,Ride
M,9.131,35465.6,Ride
F,2.697,10572.5,Run
F,4.251,9985.7,Ride
M,4.025,35517.9,Ride
F,3.395,6674.6,Run
M,3.679,13869.8,Ride
F,5.0760000000000005,8675.1,Ride
F,7.621,95739.6,Ride
F,2.9760000000000004,8722.8,Run
M,4.49,10004.4,Ride
F,4.526,27729.0,Ride
M,4.806,10130.7,Ride
F,0.0,0.0,Yoga
M,3.372,9421.7,Run
F,1.42,3384.8,Walk
M,3.133,6272.7,Run
F,2.529,3294.9,Run
M,9.062000000000001,24468.6,Ride
F,4.958,20556.3,Ride
F,2.459,2786.6,Run
M,3.5439999999999996,13905.6,Ride
M,8.207,66428.3,Ride
M,7.516,34222.6,Ride
F,2.385,8722.2,Ride
M,4.921,12126.5,Ride
F,3.583,4346.2,Ride
M,6.047000000000001,47860.5,Ride
M,7.205,74250.3,Ride
M,0.0,0.0,Run
M,2.543,8375.3,Run
M,8.115,68500.5,Ride
F,4.046,3964.8,Ride
F,2.2030000000000003,4882.1,Run
M,16.46,68669.2,Ride
M,2.904,7579.7,Run
M,10.509,45126.8,Ride
F,4.034,48288.3,Ride
F,2.884,6612.5,Run
M,3.2119999999999997,8492.2,Run
M,6.462999999999999,31490.1,Ride
M,6.2860000000000005,69440.6,Ride
F,0.0,0.0,WeightTraining
F,2.6310000000000002,2915.7,Run
M,3.305,10399.3,Run
M,5.9239999999999995,14804.9,Ride
M,7.843,81260.4,Ride
F,3.855,24049.9,Ride
M,6.271,22174.5,Ride
M,7.76,69253.3,Ride
M,4.248,2994.7,Run
M,8.78,89528.9,Ride
M,3.083,2457.5,Run
F,1.815,20245.1,NordicSki
M,5.492000000000001,32713.5,Ride
M,1.795,8598.3,Run
M,7.0120000000000005,21267.7,Ride
M,7.882000000000001,7590.2,Ride
F,0.825,1014.9,Walk
M,7.377999999999999,78898.0,Ride
M,6.664,22856.1,Ride
F,3.082,7907.4,Run
M,2.478,7655.8,Ride
M,8.213,37524.2,Ride
M,0.917,2743.2,Swim
M,3.853,1009.6,Run
M,7.278,121166.0,Ride
M,6.189,37183.6,Ride
M,6.3420000000000005,34527.9,Ride
F,2.529,6229.8,Run
F,4.914,70751.9,Ride
M,2.657,3573.9,Run
F,2.499,9518.6,Run
F,4.47,3276.8,Ride
F,2.374,10468.8,Run
F,6.956,20506.9,Ride
M,0.0,0.0,Crossfit
M,6.34,60683.5,Ride
M,3.717,4494.3,Ride
M,3.0639999999999996,5549.2,Run
F,2.238,4593.0,Run
M,4.919,17816.7,Ride
F,5.037,17469.9,Ride
F,7.778,28000.0,Ride
F,2.311,3046.4,Ride
F,2.8360000000000003,6457.3,Run
F,6.4239999999999995,30213.7,Run
F,2.696,2958.0,Run
M,6.445,25407.0,Ride
F,0.833,1500.0,Swim
M,6.191,5293.1,Ride
F,3.139,7398.8,Run
F,3.576,9656.1,Run
M,3.605,21487.6,Ride
M,8.669,99901.6,Ride
M,5.735,26981.6,Ride
F,5.872999999999999,39577.6,Ride
F,4.939,2696.6,Ride
F,2.937,8106.7,Run
M,5.625,3172.3,Ride
M,7.945,8072.3,VirtualRide
M,7.281000000000001,65117.8,Ride
F,5.1080000000000005,16596.4,Ride
M,3.571,6241.7,Run
M,3.228,12364.7,Run
F,0.429,162.6,Ride
M,3.168,24647.0,Ride
F,5.41,18270.6,Ride
M,3.367,9383.3,Ride
F,2.423,5819.1,Run
M,8.585,71794.0,Ride
M,6.4110000000000005,39611.3,Ride
F,1.959,746.2,Run
M,2.783,7071.8,Run
F,2.95,3218.7,Run
M,2.878,23072.1,Run
M,3.2319999999999998,15512.1,Run
F,6.735,35534.9,Ride
F,3.392,4840.2,Run
M,7.7829999999999995,46018.4,Ride
M,5.977,16526.7,Ride
M,0.669,2213.2,Swim
F,1.604,2752.5,Run
M,4.878,10239.8,Ride
F,0.344,1609.3,Swim
M,1.9709999999999999,6707.8,Run
F,0.833,3063.2,Swim
F,0.20800000000000002,1573.3,Run
M,2.383,7079.7,Run
M,2.838,48659.1,Ride
M,1.4140000000000001,2483.8,Walk
M,2.813,8104.8,Run
F,3.891,4517.6,Ride
M,7.685,44290.2,Ride
M,5.734,35178.3,Ride
F,4.614,22430.3,Ride
M,5.185,35230.0,Ride
M,6.656000000000001,40836.5,Ride
F,2.845,6528.5,Run
M,7.742000000000001,35194.3,Ride
F,0.0,0.0,Workout
F,1.4809999999999999,4816.1,Ride
M,2.93,6592.4,Run
M,8.443,170997.0,Ride
F,4.916,639.1,Run
M,6.183,9380.2,Ride
M,2.602,20114.1,Run
M,0.0,0.0,Ride
M,8.124,38084.5,Ride
F,4.507,37171.1,Ride
M,4.593999999999999,13845.9,Ride
F,2.197,3063.3,Run
M,4.583,5485.7,Ride
F,7.265,28109.4,Ride
F,2.679,5279.4,Run
M,3.307,9021.4,Run
M,8.196,59550.2,Ride
F,4.648,19923.9,Ride
M,4.232,39785.0,Ride
M,8.096,37104.1,Ride
F,3.285,5647.7,Run
M,7.388999999999999,21693.9,Ride
M,3.0780000000000003,2927.0,Run
M,5.237,5085.2,Ride
F,7.452999999999999,32159.9,Ride
F,2.987,12460.2,Run
F,3.542,23777.5,Ride
M,6.027,63165.8,Ride
F,1.5090000000000001,5659.3,Run
F,4.6160000000000005,31979.1,Ride
F,1.8619999999999999,12389.6,Walk
F,2.8819999999999997,4345.6,Run
M,1.876,3088.5,Hike
F,0.613,193087.0,Run
F,1.4580000000000002,2018.7,Run
M,7.9239999999999995,8590.1,Ride
M,7.521,38431.9,Ride
M,5.653,14076.5,Ride
M,7.194,91137.2,Ride
F,3.489,30317.1,Ride
F,4.2330000000000005,18836.0,Ride
M,7.752000000000001,41750.3,Ride
M,2.613,30317.7,Run
M,8.205,41486.0,Ride
M,8.511000000000001,87910.1,Ride
M,9.756,28020.0,Ride
M,1.724,4402.5,Run
M,3.755,9774.7,Run
F,1.416,6394.4,Walk
F,2.715,14537.7,Run
F,0.626,1051.6,Swim
F,3.687,6589.5,Run
F,6.922999999999999,19475.1,Ride
F,2.397,4859.7,Run
F,3.3760000000000003,3254.3,Ride
M,9.068999999999999,7400.4,Ride
M,0.785,1475.0,Swim
F,2.333,5449.0,Run
F,7.071000000000001,182270.0,Ride
F,6.44,32814.1,Ride
M,5.476,7184.4,Ride
F,2.949,5054.2,Run
F,6.479,17629.0,Ride
M,11.399000000000001,27095.4,Ride
F,2.445,8515.3,Run
F,1.314,1517.6,Run
M,7.31,23737.1,Ride
M,7.695,19022.4,Ride
M,7.814,4751.1,Ride
F,1.5490000000000002,3502.1,Run
F,3.1639999999999997,6759.3,Run
M,6.416,68244.5,Ride
F,0.894,3218.7,Hike
M,3.36,1619.5,Run
F,2.7510000000000003,6120.5,Run
F,3.344,17972.3,Run
M,3.897,33180.3,Ride
F,3.5839999999999996,13979.3,Run
F,3.435,27712.5,Ride
M,2.721,12883.9,Run
F,4.598,10714.5,Ride
F,2.753,20207.8,Run
F,2.2230000000000003,5029.7,Run
F,7.181,138752.0,Ride
M,11.140999999999998,17792.3,Ride
M,2.985,7261.5,Run
M,7.638,58836.9,Ride
M,5.727,11842.9,Ride
M,6.78,59131.3,Ride
F,4.136,75965.8,Ride
F,8.594,21923.2,Ride
F,6.959,91301.1,Ride
M,7.327000000000001,122193.0,Ride
F,2.912,1362.9,Run
F,6.162000000000001,30465.3,Ride
M,4.303,20169.8,Ride
M,3.136,6193.3,Run
M,7.005,30116.0,Ride
F,0.706,2500.0,Swim
F,2.99,6549.1,Run
M,3.622,6511.7,Run
M,2.945,5250.9,Run
M,6.257000000000001,166742.0,Ride
F,2.302,7652.1,Run
M,5.379,32631.9,Ride
M,7.414,85207.3,Ride
F,2.9189999999999996,3675.1,Run
M,6.952000000000001,31042.1,Ride
M,8.19,23446.9,Ride
M,8.193,51725.1,Ride
M,7.084,58480.6,Ride
M,2.36,8357.4,Run
M,0.0,0.0,Run
F,1.9780000000000002,20013.0,Ride
M,6.632999999999999,9564.4,Ride
M,0.737,1897.3,Swim
F,1.841,145.4,Workout
M,7.357,19754.1,Ride
F,2.995,22258.8,Run
M,3.5589999999999997,4804.2,Run
M,7.767,6640.4,Ride
M,8.427999999999999,26631.2,Ride
M,4.577,22969.8,Ride
F,3.262,8657.8,Run
F,3.679,12887.8,Run
M,2.755,10855.9,Run
M,4.915,8114.2,Ride
M,0.767,250.0,Swim
M,2.745,3742.0,Run
M,1.5,11516.5,Walk
F,2.9939999999999998,3988.0,Run
F,6.9639999999999995,74880.1,Ride
M,3.582,7077.2,Run
M,6.343999999999999,18510.6,Ride
F,3.168,11372.2,Run
M,3.178,49809.0,Ride
M,6.53,38785.3,Ride
F,2.719,6184.9,Run
M,9.259,50055.9,Ride
F,0.0,0.0,Yoga
F,2.051,2610.5,Run
F,1.531,1813.7,Walk
M,7.917999999999999,31348.6,Ride
F,0.0,0.0,Ride
M,4.783,53451.5,Ride
M,6.3229999999999995,26626.3,Ride
M,3.063,6616.9,Run
M,8.329,24771.9,Ride
F,2.932,12685.4,Ride
F,2.9410000000000003,15069.1,Run
M,5.013,10120.4,Ride
F,5.039,39689.4,Ride
M,6.611000000000001,75279.0,Ride
F,8.4,24300.0,Ride
M,3.839,12884.9,Run
M,6.83,7922.5,Ride
F,6.496,24923.6,Ride
M,6.656000000000001,19456.9,Ride
M,7.045,148109.0,Ride
M,3.049,10683.4,Run
M,3.925,12455.3,Run
F,5.153,19051.7,Ride
F,4.882,1542.6,Ride
F,4.737,83397.9,AlpineSki
F,6.2989999999999995,46989.2,Ride
F,5.779,14591.7,Ride
F,3.303,6243.4,Run
F,7.532,80991.1,Ride
M,6.266,68555.4,Ride
M,7.082000000000001,129072.0,Ride
M,6.999,47966.9,Ride
M,6.239,12634.4,Ride
F,2.675,2608.1,Run
M,6.787999999999999,10297.1,Ride
M,5.976,11001.7,Ride
M,5.752999999999999,48633.6,Ride
F,2.92,7527.7,Run
M,1.975,4415.1,Run
F,1.476,1742.6,Walk
F,4.382,5894.0,Ride
M,7.882999999999999,70797.8,Ride
F,3.267,6039.8,Run
M,6.405,71261.5,Ride
F,7.216,20405.9,Ride
M,3.076,10498.3,Run
M,6.257000000000001,47463.6,Ride
M,6.792999999999999,37680.2,Ride
F,2.593,26175.4,Ride
M,6.575,93517.1,Ride
F,2.365,5050.7,Run
M,7.553999999999999,29045.8,Ride
M,0.7140000000000001,1500.0,Swim
M,2.508,2826.3,Run
F,6.351,43923.4,Ride
F,3.012,9400.6,Run
M,3.12,3201.0,Run
F,2.374,45.1,Ride
M,3.928,5389.7,Run
M,3.676,6234.1,Run
F,5.678,33779.2,Ride
F,1.6059999999999999,4001.3,Walk
M,5.638,4239.7,Ride
F,2.878,3410.1,Run
M,2.372,6930.0,Run
F,2.359,5296.5,Run
M,6.507000000000001,20223.2,Ride
M,3.525,21156.5,Run
F,2.542,14169.5,Ride
F,2.496,8779.6,Ride
F,1.527,5108.2,Walk
M,5.772,6406.6,Ride
F,2.576,7032.8,Run
F,0.809,2400.0,Swim
F,5.807,137966.0,Ride
M,5.196000000000001,47505.1,Ride
M,4.538,10459.2,Ride
F,4.294,18534.5,Ride
M,7.55,19863.4,Ride
M,3.4819999999999998,4240.9,Run
M,3.0639999999999996,8671.9,Run
M,3.245,13785.5,Ride
F,6.497999999999999,46743.6,Ride
M,6.372999999999999,21069.2,Ride
F,3.1510000000000002,18651.0,Ride
M,5.547000000000001,9706.6,Ride
F,6.197,5180.7,Ride
F,4.65,52474.0,Ride
M,6.3,24217.2,Run
M,8.499,25504.3,Ride
F,3.404,3305.3,Run
F,1.834,13511.6,Run
M,9.822000000000001,48678.3,Ride
M,3.1260000000000003,7327.4,Run
F,4.353,2816.1,Ride
F,2.437,6213.8,Run
M,1.756,2444.0,Run
F,2.957,10283.3,Run
F,0.659,1725.0,Swim
M,2.549,6193.9,Run
F,2.7960000000000003,6351.5,Run
M,6.422999999999999,45521.3,Ride
F,3.057,5013.8,Run
F,5.107,20033.3,Ride
F,0.833,1500.0,Swim
F,2.275,6105.6,Run
M,7.747999999999999,11335.3,Ride
F,2.6189999999999998,3535.0,Run
F,2.7289999999999996,4800.0,Run
M,0.741,1850.0,Swim
F,2.017,5051.6,Run
M,7.861000000000001,22293.3,Ride
F,1.331,3231.6,Workout
M,3.216,5735.0,Run
F,2.6719999999999997,7042.5,Run
M,5.7410000000000005,10345.7,Ride
F,3.321,7505.1,Run
F,2.133,4045.0,Run
M,3.889,18061.4,Ride
F,4.621,37709.0,Ride
F,0.8420000000000001,1609.3,Swim
F,4.526,52712.7,Ride
F,1.9,5.7,Ride
M,6.016,18786.5,Ride
M,3.108,18245.2,Run
M,3.5580000000000003,32192.6,Run
M,8.986,36930.5,Ride
F,1.896,4026.2,Run
F,3.1489999999999996,11401.6,Run
M,3.304,11339.0,Run
F,5.893,12398.3,Ride
M,3.261,19496.5,Ride
M,6.899,4601.9,Ride
M,4.499,27100.1,Ride
F,6.5360000000000005,6078.8,Ride
F,5.534,32302.6,Ride
F,4.905,7941.2,Ride
M,7.162999999999999,44422.4,Ride
M,8.532,46252.9,VirtualRide
M,0.812,2103.0,Swim
M,5.74,35773.4,Ride
F,3.529,1411.6,Ride
M,3.155,3173.6,Run
F,4.715,18883.6,Ride
M,2.363,6127.6,Ride
F,2.964,2857.5,Run
F,3.052,8802.1,Run
M,6.267,2644.7,Ride
F,5.32,23297.6,Ride
M,4.14,10805.5,Ride
M,3.022,8165.3,Run
M,4.667,61920.8,Ride
M,11.404000000000002,30802.9,Ride
M,4.837,48980.6,Ride
F,5.449,19688.1,Ride
F,2.49,4280.1,Run
M,5.358,18566.2,Ride
